GENE.NAME,HV0_LFC_nonDE_log2FoldChange,HV0_LFC_nonDE_padj,HV12_LFC_nonDE_log2FoldChange,HV12_LFC_nonDE_padj,HV24_LFC_nonDE_log2FoldChange,HV24_LFC_nonDE_padj,HV36_LFC_nonDE_log2FoldChange,HV36_LFC_nonDE_padj,KEGG,PathwayID,Pathway_info,Details
MED4_aceF,-0.008378736,0.999823315,-0.267807131,0.459255551,-0.974090912,0.003625724,-1.002525973,8.06E-07,K00627,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
MED4_aceF,-0.008378736,0.999823315,-0.267807131,0.459255551,-0.974090912,0.003625724,-1.002525973,8.06E-07,K00627,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
MED4_aceF,-0.008378736,0.999823315,-0.267807131,0.459255551,-0.974090912,0.003625724,-1.002525973,8.06E-07,K00627,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
MED4_acnB,-0.121809294,0.999823315,0.444656298,0.134394878,-0.346538435,0.31244437,-0.321632347,0.130308889,K01682,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
MED4_acnB,-0.121809294,0.999823315,0.444656298,0.134394878,-0.346538435,0.31244437,-0.321632347,0.130308889,K01682,9102,Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]
MED4_acnB,-0.121809294,0.999823315,0.444656298,0.134394878,-0.346538435,0.31244437,-0.321632347,0.130308889,K01682,9101,Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630]
MED4_acnB,-0.121809294,0.999823315,0.444656298,0.134394878,-0.346538435,0.31244437,-0.321632347,0.130308889,K01682,9101,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640]
MED4_acoA,0.091722034,0.999823315,0.369024634,0.179784992,0.219434576,0.611405388,0.555877113,0.053171712,K00161,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
MED4_acoA,0.091722034,0.999823315,0.369024634,0.179784992,0.219434576,0.611405388,0.555877113,0.053171712,K00161,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
MED4_acoA,0.091722034,0.999823315,0.369024634,0.179784992,0.219434576,0.611405388,0.555877113,0.053171712,K00161,9132,Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066]
MED4_acoA,0.091722034,0.999823315,0.369024634,0.179784992,0.219434576,0.611405388,0.555877113,0.053171712,K00161,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
MED4_acoB,-0.189280432,0.999823315,0.085617394,0.836397866,-0.840172246,0.008109738,-0.097329987,0.694707351,K00162,9101,Carbohydrate metabolism,00020 Citrate cycle (TCA cycle) [PATH:ko00020]
MED4_acoB,-0.189280432,0.999823315,0.085617394,0.836397866,-0.840172246,0.008109738,-0.097329987,0.694707351,K00162,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
MED4_acoB,-0.189280432,0.999823315,0.085617394,0.836397866,-0.840172246,0.008109738,-0.097329987,0.694707351,K00162,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
MED4_acoB,-0.189280432,0.999823315,0.085617394,0.836397866,-0.840172246,0.008109738,-0.097329987,0.694707351,K00162,9132,Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066]
MED4_acpP,-0.150312756,0.999823315,-0.214288829,0.639891958,-2.048908325,3.27E-10,-1.165547502,2.45E-10,K02078,9103,Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061]
MED4_acrA,-0.159277577,0.999823315,-0.322276438,0.496849633,-1.044037679,0.00708653,-0.072276009,0.810707074,K02005,9193,Cellular processes and signaling,99992 Membrane and intracellular structural molecules
MED4_acs,0.079345341,0.999823315,-0.224918497,0.638983835,-1.350033597,0.00117153,-0.751068724,0.000137378,K01895,9102,Energy metabolism,00680 Methane metabolism [PATH:ko00680]
MED4_acs,0.079345341,0.999823315,-0.224918497,0.638983835,-1.350033597,0.00117153,-0.751068724,0.000137378,K01895,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
MED4_acs,0.079345341,0.999823315,-0.224918497,0.638983835,-1.350033597,0.00117153,-0.751068724,0.000137378,K01895,9103,Lipid metabolism,01004 Lipid biosynthesis proteins [BR:ko01004]
MED4_acs,0.079345341,0.999823315,-0.224918497,0.638983835,-1.350033597,0.00117153,-0.751068724,0.000137378,K01895,9102,Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]
MED4_acs,0.079345341,0.999823315,-0.224918497,0.638983835,-1.350033597,0.00117153,-0.751068724,0.000137378,K01895,9101,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640]
MED4_acs,0.079345341,0.999823315,-0.224918497,0.638983835,-1.350033597,0.00117153,-0.751068724,0.000137378,K01895,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
MED4_acsF,0.233947893,0.999823315,-0.335282501,0.525741038,-1.870443217,4.37E-07,-0.993034333,3.89E-05,K04035,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
MED4_adk,0.024077989,0.999823315,0.013032871,0.985854334,-1.36720762,0.000435673,-0.05525398,0.852923413,K00939,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
MED4_adk,0.024077989,0.999823315,0.013032871,0.985854334,-1.36720762,0.000435673,-0.05525398,0.852923413,K00939,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_adk,0.024077989,0.999823315,0.013032871,0.985854334,-1.36720762,0.000435673,-0.05525398,0.852923413,K00939,9108,Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730]
MED4_adoA,-0.155480587,0.999823315,-0.596736136,0.03131946,-2.235944919,1.26E-13,-0.920191522,5.58E-06,K14331,9191,Metabolism,99983 Lipid metabolism
MED4_afuA,0.046352548,0.999823315,-0.287381847,0.463030354,-0.899048973,0.028875408,-0.794642803,0.001138876,K02012,9131,Membrane transport,02010 ABC transporters [PATH:ko02010]
MED4_afuA,0.046352548,0.999823315,-0.287381847,0.463030354,-0.899048973,0.028875408,-0.794642803,0.001138876,K02012,9131,Membrane transport,02000 Transporters [BR:ko02000]
MED4_ahcY,-0.258084371,0.999823315,-0.32654118,0.316195661,-0.861146335,0.009401347,-0.820232548,7.90E-06,K01251,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_ahcY,-0.258084371,0.999823315,-0.32654118,0.316195661,-0.861146335,0.009401347,-0.820232548,7.90E-06,K01251,9112,Enzyme families,01009 Protein phosphatase and associated proteins [BR:ko01009]
MED4_ahcY,-0.258084371,0.999823315,-0.32654118,0.316195661,-0.861146335,0.009401347,-0.820232548,7.90E-06,K01251,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
MED4_alaS,-0.10903509,0.999823315,0.263562242,0.464302541,-0.124889851,0.748620318,0.030383849,0.911313874,K01872,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
MED4_alaS,-0.10903509,0.999823315,0.263562242,0.464302541,-0.124889851,0.748620318,0.030383849,0.911313874,K01872,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
MED4_alaS,-0.10903509,0.999823315,0.263562242,0.464302541,-0.124889851,0.748620318,0.030383849,0.911313874,K01872,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
MED4_alr,0.515503129,0.999823315,0.891274358,0.005324948,2.302718727,4.69E-10,1.223682894,0.000254512,K01775,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
MED4_alr,0.515503129,0.999823315,0.891274358,0.005324948,2.302718727,4.69E-10,1.223682894,0.000254512,K01775,9106,Metabolism of other amino acids,00473 D-Alanine metabolism [PATH:ko00473]
MED4_ama,0.166158437,0.999823315,0.347083052,0.28246091,0.51727717,0.220998075,0.281505187,0.30081709,K01436,9112,Enzyme families,01002 Peptidases [BR:ko01002]
MED4_amiC,0.175001064,0.999823315,1.110945304,0.001355144,1.555786759,0.000363411,1.39501081,1.25E-05,K01448,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
MED4_amiC,0.175001064,0.999823315,1.110945304,0.001355144,1.555786759,0.000363411,1.39501081,1.25E-05,K01448,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
MED4_amtB,0.021925221,0.999823315,-0.175120889,0.739381685,-1.166581856,8.95E-05,-1.355142035,3.31E-09,K03320,9131,Membrane transport,02000 Transporters [BR:ko02000]
MED4_amyA,0.090496123,0.999823315,0.394497194,0.20219802,0.792449983,0.020384078,0.884887416,1.70E-05,K00690,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
MED4_ansA,0.039627515,0.999823315,-0.122541595,0.729942979,0.857848819,0.01770223,0.854848222,0.004384999,K01424,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
MED4_ansA,0.039627515,0.999823315,-0.122541595,0.729942979,0.857848819,0.01770223,0.854848222,0.004384999,K01424,9106,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460]
MED4_apa2,-0.219020939,0.999823315,0.121868264,0.826253436,1.021955163,0.011840395,0.848961201,0.003827532,K00988,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
MED4_apa2,-0.219020939,0.999823315,0.121868264,0.826253436,1.021955163,0.011840395,0.848961201,0.003827532,K00988,9102,Energy metabolism,00920 Sulfur metabolism [PATH:ko00920]
MED4_apt,-0.330637858,0.999823315,-0.478156573,0.081707088,-1.396014202,6.03E-05,-0.571107967,0.070360674,K00759,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_apt,-0.330637858,0.999823315,-0.478156573,0.081707088,-1.396014202,6.03E-05,-0.571107967,0.070360674,K00759,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
MED4_argB,-0.129410114,0.999823315,-0.30836268,0.434201768,-0.944237766,0.004874536,0.167820712,0.568115519,K00930,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argC,-0.030436364,0.999823315,0.216042764,0.546638932,1.220238065,0.000264557,1.045830331,1.12E-06,K00145,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argD,0.113882275,0.999823315,0.042508214,0.910838319,0.330741528,0.439661004,-0.03408429,0.905105097,K00821,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
MED4_argD,0.113882275,0.999823315,0.042508214,0.910838319,0.330741528,0.439661004,-0.03408429,0.905105097,K00821,9105,Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300]
MED4_argD,0.113882275,0.999823315,0.042508214,0.910838319,0.330741528,0.439661004,-0.03408429,0.905105097,K00821,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argF,-0.096841598,0.999823315,0.597101244,0.078163386,0.371465611,0.293836067,0.678511856,0.024005861,K00611,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argG,-0.006314822,0.999823315,-0.171388486,0.694518533,-1.315026804,0.00086867,-0.948132786,1.25E-05,K01940,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
MED4_argG,-0.006314822,0.999823315,-0.171388486,0.694518533,-1.315026804,0.00086867,-0.948132786,1.25E-05,K01940,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_argG,-0.006314822,0.999823315,-0.171388486,0.694518533,-1.315026804,0.00086867,-0.948132786,1.25E-05,K01940,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argH,0.120021679,0.999823315,0.161666865,0.612464623,0.30832129,0.416614494,-0.208705273,0.360124897,K01755,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
MED4_argH,0.120021679,0.999823315,0.161666865,0.612464623,0.30832129,0.416614494,-0.208705273,0.360124897,K01755,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argH,0.120021679,0.999823315,0.161666865,0.612464623,0.30832129,0.416614494,-0.208705273,0.360124897,K01755,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_argJ,0.330097851,0.999823315,0.459536774,0.259991646,2.06567458,1.47E-06,1.054489019,3.90E-05,K00620,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argS,0.099179131,0.999823315,-0.202900341,0.553870701,-0.031876672,0.94656374,0.547401548,0.049108977,K01887,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
MED4_argS,0.099179131,0.999823315,-0.202900341,0.553870701,-0.031876672,0.94656374,0.547401548,0.049108977,K01887,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
MED4_argS,0.099179131,0.999823315,-0.202900341,0.553870701,-0.031876672,0.94656374,0.547401548,0.049108977,K01887,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
MED4_argS,0.099179131,0.999823315,-0.202900341,0.553870701,-0.031876672,0.94656374,0.547401548,0.049108977,K01887,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
MED4_aroA,0.195433431,0.999823315,0.182815458,0.601061154,0.510141325,0.182671311,0.695212822,0.018401642,K00800,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroB,0.015307857,0.999823315,-0.100572938,0.865862163,-0.399191421,0.455201112,0.55375999,0.036065954,K01735,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroC,-0.104313254,0.999823315,-0.182162746,0.622283469,-0.383111129,0.309905563,-0.449768763,0.044303698,K01736,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroE,-0.453591948,0.999823315,0.179066965,0.671244629,-0.684460618,0.134276589,-0.744289336,0.007380327,K00014,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroF,0.032257391,0.999823315,-0.005688246,0.990843193,-0.295400257,0.503688312,-0.549544607,0.040364412,K01626,9145,Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024]
MED4_aroF,0.032257391,0.999823315,-0.005688246,0.990843193,-0.295400257,0.503688312,-0.549544607,0.040364412,K01626,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroH,-0.060045117,0.999823315,-0.484571137,0.194784526,-1.04649924,0.012531864,-0.402998878,0.145403478,K06208,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroK,0.088683217,0.999823315,0.194440383,0.716650336,0.179557371,0.778308548,-0.247496385,0.54218602,K00891,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroQ,-0.066036088,0.999823315,-0.293651732,0.324198794,-0.034713767,0.940743908,-0.660162126,0.004209916,K03786,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_arsB,-0.181470862,0.999823315,-0.181463162,0.675054796,0.457726216,0.28343305,0.567571475,0.093488454,K03325,9131,Membrane transport,02000 Transporters [BR:ko02000]
MED4_arsC,-0.259809798,0.999823315,0.296105223,0.666616375,1.34475201,0.010343908,1.045042857,0.030140445,K00537,9191,Metabolism,99999 Others
MED4_arsR,0.128777494,0.999823315,0.014256369,0.988419529,1.457363544,0.002571323,1.028324019,0.004959097,K03892,9121,Transcription,03000 Transcription factors [BR:ko03000]
MED4_asd,-0.054376037,0.999823315,-0.01542788,0.980768625,-0.333552719,0.42001996,0.466309908,0.078021593,K00133,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
MED4_asd,-0.054376037,0.999823315,-0.01542788,0.980768625,-0.333552719,0.42001996,0.466309908,0.078021593,K00133,9110,Biosynthesis of other secondary metabolites,00261 Monobactam biosynthesis [PATH:ko00261]
MED4_asd,-0.054376037,0.999823315,-0.01542788,0.980768625,-0.333552719,0.42001996,0.466309908,0.078021593,K00133,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
MED4_asd,-0.054376037,0.999823315,-0.01542788,0.980768625,-0.333552719,0.42001996,0.466309908,0.078021593,K00133,9105,Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300]
MED4_aspA,-0.198688706,0.999823315,0.1168263,0.834130152,0.630357332,0.102183021,0.155599798,0.678267422,K01437,9105,Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340]
MED4_aspA,-0.198688706,0.999823315,0.1168263,0.834130152,0.630357332,0.102183021,0.155599798,0.678267422,K01437,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
MED4_aspC,0.002722088,0.999823315,-0.380943406,0.272426029,-1.21661417,0.000589444,0.022501152,0.9480789,K00812,9110,Biosynthesis of other secondary metabolites,00950 Isoquinoline alkaloid biosynthesis [PATH:ko00950]
MED4_aspC,0.002722088,0.999823315,-0.380943406,0.272426029,-1.21661417,0.000589444,0.022501152,0.9480789,K00812,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_aspC,0.002722088,0.999823315,-0.380943406,0.272426029,-1.21661417,0.000589444,0.022501152,0.9480789,K00812,9110,Biosynthesis of other secondary metabolites,00401 Novobiocin biosynthesis [PATH:ko00401]
MED4_aspC,0.002722088,0.999823315,-0.380943406,0.272426029,-1.21661417,0.000589444,0.022501152,0.9480789,K00812,9110,Biosynthesis of other secondary metabolites,"00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]"
MED4_aspC,0.002722088,0.999823315,-0.380943406,0.272426029,-1.21661417,0.000589444,0.022501152,0.9480789,K00812,9105,Amino acid metabolism,00360 Phenylalanine metabolism [PATH:ko00360]
MED4_aspC,0.002722088,0.999823315,-0.380943406,0.272426029,-1.21661417,0.000589444,0.022501152,0.9480789,K00812,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
MED4_aspC,0.002722088,0.999823315,-0.380943406,0.272426029,-1.21661417,0.000589444,0.022501152,0.9480789,K00812,9105,Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330]
MED4_aspC,0.002722088,0.999823315,-0.380943406,0.272426029,-1.21661417,0.000589444,0.022501152,0.9480789,K00812,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
MED4_aspC,0.002722088,0.999823315,-0.380943406,0.272426029,-1.21661417,0.000589444,0.022501152,0.9480789,K00812,9105,Amino acid metabolism,00350 Tyrosine metabolism [PATH:ko00350]
MED4_aspC,0.002722088,0.999823315,-0.380943406,0.272426029,-1.21661417,0.000589444,0.022501152,0.9480789,K00812,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aspC,0.002722088,0.999823315,-0.380943406,0.272426029,-1.21661417,0.000589444,0.022501152,0.9480789,K00812,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
MED4_aspS,0.075942286,0.999823315,0.219299445,0.505433242,-0.59761056,0.111305038,-0.077692809,0.782971807,K01876,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
MED4_aspS,0.075942286,0.999823315,0.219299445,0.505433242,-0.59761056,0.111305038,-0.077692809,0.782971807,K01876,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
MED4_aspS,0.075942286,0.999823315,0.219299445,0.505433242,-0.59761056,0.111305038,-0.077692809,0.782971807,K01876,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
MED4_aspS,0.075942286,0.999823315,0.219299445,0.505433242,-0.59761056,0.111305038,-0.077692809,0.782971807,K01876,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
MED4_atp1,-0.149934026,0.999823315,-0.120884734,0.837472633,-2.395765821,4.56E-11,-0.707246787,0.002715417,K02116,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
MED4_atpA,-0.251825191,0.999823315,0.095139966,0.872502109,-1.998270301,5.99E-08,-0.631762393,0.000365436,K02111,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
MED4_atpA,-0.251825191,0.999823315,0.095139966,0.872502109,-1.998270301,5.99E-08,-0.631762393,0.000365436,K02111,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
MED4_atpA,-0.251825191,0.999823315,0.095139966,0.872502109,-1.998270301,5.99E-08,-0.631762393,0.000365436,K02111,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
MED4_atpB,-0.1967448,0.999823315,-0.041611512,0.94250464,-1.981513687,1.97E-08,-0.526250201,0.006833811,K02108,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
MED4_atpB,-0.1967448,0.999823315,-0.041611512,0.94250464,-1.981513687,1.97E-08,-0.526250201,0.006833811,K02108,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
MED4_atpB,-0.1967448,0.999823315,-0.041611512,0.94250464,-1.981513687,1.97E-08,-0.526250201,0.006833811,K02108,9123,"Folding, sorting and degradation",03110 Chaperones and folding catalysts [BR:ko03110]
MED4_atpB,-0.1967448,0.999823315,-0.041611512,0.94250464,-1.981513687,1.97E-08,-0.526250201,0.006833811,K02108,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
MED4_atpC,-0.114052239,0.999823315,-0.376827899,0.441045668,-2.844369843,2.03E-17,-0.907362566,1.79E-05,K02114,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
MED4_atpC,-0.114052239,0.999823315,-0.376827899,0.441045668,-2.844369843,2.03E-17,-0.907362566,1.79E-05,K02114,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
MED4_atpC,-0.114052239,0.999823315,-0.376827899,0.441045668,-2.844369843,2.03E-17,-0.907362566,1.79E-05,K02114,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
MED4_atpD,-0.193291428,0.999823315,-0.42372361,0.368845671,-2.673188362,3.05E-19,-0.850106603,1.34E-05,K02112,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
MED4_atpD,-0.193291428,0.999823315,-0.42372361,0.368845671,-2.673188362,3.05E-19,-0.850106603,1.34E-05,K02112,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
MED4_atpD,-0.193291428,0.999823315,-0.42372361,0.368845671,-2.673188362,3.05E-19,-0.850106603,1.34E-05,K02112,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
MED4_atpE,-0.19014808,0.999823315,-0.197161451,0.72991848,-2.295290741,4.05E-12,-1.146048737,7.74E-08,K02110,9102,Energy metabolism,00195 Photosynthesis [PATH:ko00195]
MED4_atpE,-0.19014808,0.999823315,-0.197161451,0.72991848,-2.295290741,4.05E-12,-1.146048737,7.74E-08,K02110,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
MED4_atpE,-0.19014808,0.999823315,-0.197161451,0.72991848,-2.295290741,4.05E-12,-1.146048737,7.74E-08,K02110,9102,Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190]
MED4_atpF,-0.309333428,0.999823315,-0.080110628,0.897583071,-2.382659754,3.50E-12,-0.656356348,0.000184297,K02109,9102,Energy metabolism,00194 Photosynthesis proteins [BR:ko00194]
