GENE.NAME,KEGG,HV0_LFC_nonDE,HV12_LFC_nonDE,HV24_LFC_nonDE,HV36_LFC_nonDE,LGV0_LFC_nonDE,LGV12_LFC_nonDE,LGV24_LFC_nonDE,LGV36_LFC_nonDE,LG0_LFC_nonDE,LG36_LFC_nonDE,LG48_LFC_nonDE,PathwayID,Pathway_info,Details
MED4_acs,K01895,0.079345341,-0.224918497,-1.350033597,-0.751068724,0.126382761,-0.634593166,-1.443741542,-0.54099577,-0.206145542,-0.138954391,-0.324028063,9101,Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010]
MED4_acs,K01895,0.079345341,-0.224918497,-1.350033597,-0.751068724,0.126382761,-0.634593166,-1.443741542,-0.54099577,-0.206145542,-0.138954391,-0.324028063,9103,Lipid metabolism,01004 Lipid biosynthesis proteins [BR:ko01004]
MED4_acs,K01895,0.079345341,-0.224918497,-1.350033597,-0.751068724,0.126382761,-0.634593166,-1.443741542,-0.54099577,-0.206145542,-0.138954391,-0.324028063,9102,Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]
MED4_acs,K01895,0.079345341,-0.224918497,-1.350033597,-0.751068724,0.126382761,-0.634593166,-1.443741542,-0.54099577,-0.206145542,-0.138954391,-0.324028063,9101,Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640]
MED4_acs,K01895,0.079345341,-0.224918497,-1.350033597,-0.751068724,0.126382761,-0.634593166,-1.443741542,-0.54099577,-0.206145542,-0.138954391,-0.324028063,9101,Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620]
MED4_acsF,K04035,0.233947893,-0.335282501,-1.870443217,-0.993034333,0.173444842,-0.45897036,-1.427224511,-0.720699659,-0.015349645,-0.213621198,-0.454607768,9108,Metabolism of cofactors and vitamins,00860 Porphyrin and chlorophyll metabolism [PATH:ko00860]
MED4_adk,K00939,0.024077989,0.013032871,-1.36720762,-0.05525398,0.087442946,0.081000016,-1.037454409,-0.502092553,0.276619918,-0.506590003,-0.082977161,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
MED4_adk,K00939,0.024077989,0.013032871,-1.36720762,-0.05525398,0.087442946,0.081000016,-1.037454409,-0.502092553,0.276619918,-0.506590003,-0.082977161,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_adk,K00939,0.024077989,0.013032871,-1.36720762,-0.05525398,0.087442946,0.081000016,-1.037454409,-0.502092553,0.276619918,-0.506590003,-0.082977161,9108,Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730]
MED4_adoA,K14331,-0.155480587,-0.596736136,-2.235944919,-0.920191522,-0.02474987,-0.640864514,-1.569362107,-0.399800668,-0.05912046,0.172524569,-0.201702615,9191,Metabolism,99983 Lipid metabolism
MED4_afuA,K02012,0.046352548,-0.287381847,-0.899048973,-0.794642803,0.065585313,-0.408540536,-0.519409456,-0.892958929,-0.134231557,-0.462388256,-0.665077905,9131,Membrane transport,02010 ABC transporters [PATH:ko02010]
MED4_afuA,K02012,0.046352548,-0.287381847,-0.899048973,-0.794642803,0.065585313,-0.408540536,-0.519409456,-0.892958929,-0.134231557,-0.462388256,-0.665077905,9131,Membrane transport,02000 Transporters [BR:ko02000]
MED4_ahcY,K01251,-0.258084371,-0.32654118,-0.861146335,-0.820232548,-0.031458136,-0.291741354,-0.443392549,-0.472579051,-0.334145437,0.168766364,-0.332136217,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_ahcY,K01251,-0.258084371,-0.32654118,-0.861146335,-0.820232548,-0.031458136,-0.291741354,-0.443392549,-0.472579051,-0.334145437,0.168766364,-0.332136217,9112,Enzyme families,01009 Protein phosphatase and associated proteins [BR:ko01009]
MED4_ahcY,K01251,-0.258084371,-0.32654118,-0.861146335,-0.820232548,-0.031458136,-0.291741354,-0.443392549,-0.472579051,-0.334145437,0.168766364,-0.332136217,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
MED4_alaS,K01872,-0.10903509,0.263562242,-0.124889851,0.030383849,-0.075421751,0.416205021,-0.411449914,-0.097947112,0.285127297,0.002021191,-0.205870493,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
MED4_alaS,K01872,-0.10903509,0.263562242,-0.124889851,0.030383849,-0.075421751,0.416205021,-0.411449914,-0.097947112,0.285127297,0.002021191,-0.205870493,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
MED4_alaS,K01872,-0.10903509,0.263562242,-0.124889851,0.030383849,-0.075421751,0.416205021,-0.411449914,-0.097947112,0.285127297,0.002021191,-0.205870493,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
MED4_alr,K01775,0.515503129,0.891274358,2.302718727,1.223682894,0.365504482,1.031135527,1.392673847,0.300270727,0.700447578,0.269218635,0.484498419,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
MED4_alr,K01775,0.515503129,0.891274358,2.302718727,1.223682894,0.365504482,1.031135527,1.392673847,0.300270727,0.700447578,0.269218635,0.484498419,9106,Metabolism of other amino acids,00473 D-Alanine metabolism [PATH:ko00473]
MED4_ama,K01436,0.166158437,0.347083052,0.51727717,0.281505187,0.183180738,0.313000601,3.80823285,4.18636142,-0.178284333,0.502208187,0.338229619,9112,Enzyme families,01002 Peptidases [BR:ko01002]
MED4_amiC,K01448,0.175001064,1.110945304,1.555786759,1.39501081,0.100883336,1.110432319,1.321860412,1.973262986,0.221494284,0.214529398,0.598860354,9107,Glycan biosynthesis and metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
MED4_amiC,K01448,0.175001064,1.110945304,1.555786759,1.39501081,0.100883336,1.110432319,1.321860412,1.973262986,0.221494284,0.214529398,0.598860354,9124,Replication and repair,03036 Chromosome and associated proteins [BR:ko03036]
MED4_amtB,K03320,0.021925221,-0.175120889,-1.166581856,-1.355142035,0.064981393,0.06894898,-1.031162637,-0.839530963,-0.231784127,0.072311262,-0.236502598,9131,Membrane transport,02000 Transporters [BR:ko02000]
MED4_amyA,K00690,0.090496123,0.394497194,0.792449983,0.884887416,0.089254701,0.559116882,1.015762879,1.037390138,0.208078287,0.287197138,0.178856989,9101,Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500]
MED4_ansA,K01424,0.039627515,-0.122541595,0.857848819,0.854848222,0.050821495,0.00110602,0.97241724,0.667488734,0.083979138,-0.1633369,0.187030565,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
MED4_ansA,K01424,0.039627515,-0.122541595,0.857848819,0.854848222,0.050821495,0.00110602,0.97241724,0.667488734,0.083979138,-0.1633369,0.187030565,9106,Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460]
MED4_apa2,K00988,-0.219020939,0.121868264,1.021955163,0.848961201,-0.303004539,0.463345995,2.105068464,1.867529269,-0.071252117,-0.12016138,0.128190609,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
MED4_apa2,K00988,-0.219020939,0.121868264,1.021955163,0.848961201,-0.303004539,0.463345995,2.105068464,1.867529269,-0.071252117,-0.12016138,0.128190609,9102,Energy metabolism,00920 Sulfur metabolism [PATH:ko00920]
MED4_apt,K00759,-0.330637858,-0.478156573,-1.396014202,-0.571107967,-0.127016588,-0.36556908,-1.102517595,-0.197305758,0.805880274,-0.354788212,-0.124384075,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_apt,K00759,-0.330637858,-0.478156573,-1.396014202,-0.571107967,-0.127016588,-0.36556908,-1.102517595,-0.197305758,0.805880274,-0.354788212,-0.124384075,9104,Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230]
MED4_argB,K00930,-0.129410114,-0.30836268,-0.944237766,0.167820712,-0.052678144,-0.435370135,0.417759467,1.813814832,-0.236097958,0.034837777,-0.341356366,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argC,K00145,-0.030436364,0.216042764,1.220238065,1.045830331,0.033132423,0.166163847,1.665058315,1.070265605,-0.222712327,-0.134832004,0.060740571,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argD,K00821,0.113882275,0.042508214,0.330741528,-0.03408429,0.116470233,-0.082756524,-0.160107322,0.078565879,-0.045931792,0.037870435,0.485317649,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
MED4_argD,K00821,0.113882275,0.042508214,0.330741528,-0.03408429,0.116470233,-0.082756524,-0.160107322,0.078565879,-0.045931792,0.037870435,0.485317649,9105,Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300]
MED4_argD,K00821,0.113882275,0.042508214,0.330741528,-0.03408429,0.116470233,-0.082756524,-0.160107322,0.078565879,-0.045931792,0.037870435,0.485317649,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argF,K00611,-0.096841598,0.597101244,0.371465611,0.678511856,-0.028558566,0.885992142,0.401964953,1.152763208,0.552913469,0.171738775,-0.003644591,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argG,K01940,-0.006314822,-0.171388486,-1.315026804,-0.948132786,0.093904858,-0.231859855,-0.945255745,-0.70943164,-0.236548771,0.056436285,-0.279494083,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
MED4_argG,K01940,-0.006314822,-0.171388486,-1.315026804,-0.948132786,0.093904858,-0.231859855,-0.945255745,-0.70943164,-0.236548771,0.056436285,-0.279494083,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_argG,K01940,-0.006314822,-0.171388486,-1.315026804,-0.948132786,0.093904858,-0.231859855,-0.945255745,-0.70943164,-0.236548771,0.056436285,-0.279494083,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argH,K01755,0.120021679,0.161666865,0.30832129,-0.208705273,0.113629563,0.164616987,-0.142764036,0.072048036,0.262342832,-0.026389972,-0.070372466,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
MED4_argH,K01755,0.120021679,0.161666865,0.30832129,-0.208705273,0.113629563,0.164616987,-0.142764036,0.072048036,0.262342832,-0.026389972,-0.070372466,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argH,K01755,0.120021679,0.161666865,0.30832129,-0.208705273,0.113629563,0.164616987,-0.142764036,0.072048036,0.262342832,-0.026389972,-0.070372466,9141,Transport and catabolism,04147 Exosome [BR:ko04147]
MED4_argJ,K00620,0.330097851,0.459536774,2.06567458,1.054489019,0.114832216,0.585807382,1.36774371,-1.269466496,0.11594615,0.047906265,0.664946205,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_argS,K01887,0.099179131,-0.202900341,-0.031876672,0.547401548,0.031515052,-0.275389228,0.038987168,-0.660790833,0.256711732,-0.506743982,0.243101918,9122,Translation,03029 Mitochondrial biogenesis [BR:ko03029]
MED4_argS,K01887,0.099179131,-0.202900341,-0.031876672,0.547401548,0.031515052,-0.275389228,0.038987168,-0.660790833,0.256711732,-0.506743982,0.243101918,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
MED4_argS,K01887,0.099179131,-0.202900341,-0.031876672,0.547401548,0.031515052,-0.275389228,0.038987168,-0.660790833,0.256711732,-0.506743982,0.243101918,9122,Translation,00970 Aminoacyl-tRNA biosynthesis [PATH:ko00970]
MED4_argS,K01887,0.099179131,-0.202900341,-0.031876672,0.547401548,0.031515052,-0.275389228,0.038987168,-0.660790833,0.256711732,-0.506743982,0.243101918,9122,Translation,03016 Transfer RNA biogenesis [BR:ko03016]
MED4_aroA,K00800,0.195433431,0.182815458,0.510141325,0.695212822,0.164004624,0.037849622,0.491423723,0.679022395,0.066373684,-0.101212767,0.3235506,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroB,K01735,0.015307857,-0.100572938,-0.399191421,0.55375999,0.023079469,-0.534705184,-0.695062148,0.265877971,-0.235212497,-0.251896921,0.106265607,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroC,K01736,-0.104313254,-0.182162746,-0.383111129,-0.449768763,-0.010651208,-0.152217013,-0.363612809,-0.000433,-0.487246213,0.391930517,0.061347963,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroE,K00014,-0.453591948,0.179066965,-0.684460618,-0.744289336,-0.355540514,0.35870208,-1.739963504,-0.127334217,-0.117195573,0.156838203,-0.504289766,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroF,K01626,0.032257391,-0.005688246,-0.295400257,-0.549544607,-0.058467342,0.031533354,-0.309266838,-1.172370892,-0.179667899,0.231597215,-0.105746188,9145,Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024]
MED4_aroF,K01626,0.032257391,-0.005688246,-0.295400257,-0.549544607,-0.058467342,0.031533354,-0.309266838,-1.172370892,-0.179667899,0.231597215,-0.105746188,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroH,K06208,-0.060045117,-0.484571137,-1.04649924,-0.402998878,-0.008550111,-0.677062325,-0.580268692,-1.55310865,0.100953697,-0.330051593,-0.034728304,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroK,K00891,0.088683217,0.194440383,0.179557371,-0.247496385,0.062890849,0.362763569,2.057421295,2.516852403,0.005319437,0.071130596,-0.403835043,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_aroQ,K03786,-0.066036088,-0.293651732,-0.034713767,-0.660162126,-0.08191959,-0.306509352,0.182917143,-0.193513372,-0.211605784,0.148229253,0.022456431,9105,Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]"
MED4_arsB,K03325,-0.181470862,-0.181463162,0.457726216,0.567571475,-0.107144912,-0.112956911,1.455052558,2.719179392,0.075841248,0.035464143,-0.389923338,9131,Membrane transport,02000 Transporters [BR:ko02000]
MED4_arsC,K00537,-0.259809798,0.296105223,1.34475201,1.045042857,-0.35405666,0.467876137,0.721702001,0.422513513,0.340366401,-0.442688688,0.431922029,9191,Metabolism,99999 Others
MED4_arsR,K03892,0.128777494,0.014256369,1.457363544,1.028324019,0.086091765,0.224794131,1.66083766,1.716818773,0.606575555,1.19670331,1.203619496,9121,Transcription,03000 Transcription factors [BR:ko03000]
MED4_asd,K00133,-0.054376037,-0.01542788,-0.333552719,0.466309908,-0.020619247,0.014855047,-1.152004801,-0.444079699,0.120757026,0.1455383,-0.066662252,9105,Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270]
MED4_asd,K00133,-0.054376037,-0.01542788,-0.333552719,0.466309908,-0.020619247,0.014855047,-1.152004801,-0.444079699,0.120757026,0.1455383,-0.066662252,9110,Biosynthesis of other secondary metabolites,00261 Monobactam biosynthesis [PATH:ko00261]
MED4_asd,K00133,-0.054376037,-0.01542788,-0.333552719,0.466309908,-0.020619247,0.014855047,-1.152004801,-0.444079699,0.120757026,0.1455383,-0.066662252,9105,Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]"
MED4_asd,K00133,-0.054376037,-0.01542788,-0.333552719,0.466309908,-0.020619247,0.014855047,-1.152004801,-0.444079699,0.120757026,0.1455383,-0.066662252,9105,Amino acid metabolism,00300 Lysine biosynthesis [PATH:ko00300]
MED4_aspA,K01437,-0.198688706,0.1168263,0.630357332,0.155599798,-0.188904857,0.488065741,0.290061366,1.028948723,0.210634515,-0.008231039,0.034252741,9105,Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340]
MED4_aspA,K01437,-0.198688706,0.1168263,0.630357332,0.155599798,-0.188904857,0.488065741,0.290061366,1.028948723,0.210634515,-0.008231039,0.034252741,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
MED4_aspC,K00812,0.002722088,-0.380943406,-1.21661417,0.022501152,0.08592922,-0.367588514,-0.583408396,-0.233111976,0.227404038,-0.165096225,-0.160508936,9110,Biosynthesis of other secondary metabolites,00950 Isoquinoline alkaloid biosynthesis [PATH:ko00950]
MED4_aspC,K00812,0.002722088,-0.380943406,-1.21661417,0.022501152,0.08592922,-0.367588514,-0.583408396,-0.233111976,0.227404038,-0.165096225,-0.160508936,9105,Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220]
MED4_aspC,K00812,0.002722088,-0.380943406,-1.21661417,0.022501152,0.08592922,-0.367588514,-0.583408396,-0.233111976,0.227404038,-0.165096225,-0.160508936,9110,Biosynthesis of other secondary metabolites,00401 Novobiocin biosynthesis [PATH:ko00401]
MED4_aspC,K00812,0.002722088,-0.380943406,-1.21661417,0.022501152,0.08592922,-0.367588514,-0.583408396,-0.233111976,0.227404038,-0.165096225,-0.160508936,9110,Biosynthesis of other secondary metabolites,"00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]"
MED4_aspC,K00812,0.002722088,-0.380943406,-1.21661417,0.022501152,0.08592922,-0.367588514,-0.583408396,-0.233111976,0.227404038,-0.165096225,-0.160508936,9105,Amino acid metabolism,00360 Phenylalanine metabolism [PATH:ko00360]
MED4_aspC,K00812,0.002722088,-0.380943406,-1.21661417,0.022501152,0.08592922,-0.367588514,-0.583408396,-0.233111976,0.227404038,-0.165096225,-0.160508936,9105,Amino acid metabolism,01007 Amino acid related enzymes [BR:ko01007]
MED4_aspC,K00812,0.002722088,-0.380943406,-1.21661417,0.022501152,0.08592922,-0.367588514,-0.583408396,-0.233111976,0.227404038,-0.165096225,-0.160508936,9105,Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330]
MED4_aspC,K00812,0.002722088,-0.380943406,-1.21661417,0.022501152,0.08592922,-0.367588514,-0.583408396,-0.233111976,0.227404038,-0.165096225,-0.160508936,9105,Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]"
MED4_aspC,K00812,0.002722088,-0.380943406,-1.21661417,0.022501152,0.08592922,-0.367588514,-0.583408396,-0.233111976,0.227404038,-0.165096225,-0.160508936,9105,Amino acid metabolism,00350 Tyrosine metabolism [PATH:ko00350]
